jobID,OBOR_nazev,addr,MIN_VZDELANI_nazev
6353710782,Obchod a cestovní ruch,"Pod Školkou 60, Dolní Kralovice",ÚSV
6354630730,Doprava,"57, Drásov",Střední odborné (vyučen)
6354920760,Obchod a cestovní ruch,"Krkonošská 153, Vrchlabí",Střední odborné (vyučen)
6354980706,Obrana a ochrana,"Obchodní 134, Trutnov",Základní + praktická škola
6355000785,Obchod a cestovní ruch,"Nádražní 1759, České Budějovice",ÚSO (vyučení s maturitou)
6357050783,Obchod a cestovní ruch,"Míru 417, Novosedlice",ÚSV
6357750735,Výroba a provoz,"U Žel. mostu 373, Náměšť nad Oslavou",ÚSO s maturitou (bez vyučení)
6358530712,Doprava,"Průřezná 69, Teplice",Základní + praktická škola
6359080702,Doprava,"Elektrárenská 351, Vodňany",Základní + praktická škola
6360630762,Obchod a cestovní ruch,"nan, Brno",ÚSO s maturitou (bez vyučení)
6360930783,Stavebnictví,"24, Dolní Olešnice",Základní + praktická škola
6361460791,Výchova a vzdělávání,"Vestecká 1300, Jesenice",ÚSO s maturitou (bez vyučení)
6363060709,Výroba a provoz,"třída Míru 109, Pardubice",Střední odborné (vyučen)
6363070797,Výroba a provoz,"třída Míru 109, Pardubice",Střední odborné (vyučen)
6363320766,Služby,"Želivského 5050, Jablonec nad Nisou",ÚSV
6365140777,Zdravotnictví,"Lázeňská 58, Brandýs nad Orlicí",Vysokoškolské
6365270757,Finance,"Brněnská 642, Slavkov u Brna",ÚSO (vyučení s maturitou)
6365550796,Informační technologie,"Nám. T. G. Masaryka 114, Golčův Jeníkov",ÚSV
6365560787,Informační technologie,"Nám. T. G. Masaryka 114, Golčův Jeníkov",ÚSV
6365570778,Výroba a provoz,"Nám. T. G. Masaryka 114, Golčův Jeníkov",ÚSV
6365780783,Administrativa,"Pernerova 168, Pardubice",Střední odborné (vyučen)
6366430780,Informační technologie,"84, Plavy",Střední odborné (vyučen)
6369600740,Výroba a provoz,"třída Legionářů 2813, Jihlava",Střední odborné (vyučen)
6369680765,Výroba a provoz,"třída 3. května 1172, Zlín",Střední odborné (vyučen)
6370230755,Výroba a provoz,"Nádražní 329, Zdounky",ÚSO (vyučení s maturitou)
638010711,Výroba a provoz,"83, Dvůr Králové nad Labem",Střední odborné (vyučen)
650910741,Zdravotnictví,"Palackého 115, Frýdek-Místek",Vysokoškolské
670610762,Výroba a provoz,"39, Kostelní Hlavno",Základní + praktická škola
7000530741,Výroba a provoz,"Samota 850, Kaplice",Střední odborné (vyučen)
7000540732,Doprava,"285, Frýdlant nad Ostravicí",Střední odborné (vyučen)
7000570705,Služby,"Truhlářská 2300, Cheb",ÚSO (vyučení s maturitou)
7001220702,Výroba a provoz,"Velehradská 2162, Staré Město",Střední odborné (vyučen)
7001470768,Obchod a cestovní ruch,"1, Letohrad",Střední odborné (vyučen)
7001630721,Obchod a cestovní ruch,"Trhanovské náměstí 1015, Praha",Základní + praktická škola
7002410795,Obchod a cestovní ruch,"Sokolská 1339, Hluboká nad Vltavou",Střední odborné (vyučen)
7002600721,Obchod a cestovní ruch,"181, Frymburk",Střední odborné (vyučen)
7002690737,Doprava,"Havlíčkova 150, Týn nad Vltavou",Střední odborné (vyučen)
7003290779,Obchod a cestovní ruch,"Obchodní 1507, Uherské Hradiště",ÚSO (vyučení s maturitou)
7003990731,Výroba a provoz,"90, Krucemburk",Střední odborné (vyučen)
7004220718,Obchod a cestovní ruch,"Masarykovo nám. 1, Kralovice",ÚSO s maturitou (bez vyučení)
7004960731,Doprava,"Třeboňská 401, Rudolfov",Střední odborné (vyučen)
7005500730,Zdravotnictví,"Sokolská třída 1925, Ostrava",Vysokoškolské
7006870758,Výroba a provoz,"Hesov 421, Přibyslav",Střední odborné (vyučen)
7007370793,Stavebnictví,"Sídl. Míru 271, Volary",Střední odborné (vyučen)
7008260768,Výroba a provoz,"528, Staříč",Střední odborné (vyučen)
7008350784,Výroba a provoz,"159, Lípa",Střední odborné (vyučen)
7008750715,Výroba a provoz,"Nivnická 1763, Uherský Brod",Základní + praktická škola
7008800767,Výroba a provoz,"90, Krucemburk",Střední odborné (vyučen)
7008990790,Obchod a cestovní ruch,"147, Kozlovice",Střední odborné (vyučen)
7009490728,Obchod a cestovní ruch,"Tyršova 201, Náchod",ÚSO s maturitou (bez vyučení)
7009730706,Obchod a cestovní ruch,"Truhlářská 2300, Cheb",ÚSO s maturitou (bez vyučení)
7009930720,Zemědělství a lesnictví,"1, Moravská Třebová",ÚSO s maturitou (bez vyučení)
7010220750,Obchod a cestovní ruch,"55, Hromnice",Střední odborné (vyučen)
7011760722,Doprava,"Pražská tř. 493, České Budějovice",Střední odborné (vyučen)
7013470735,Výroba a provoz,"28. října 1495, Frýdek-Místek",Vysokoškolské
7013990752,Výroba a provoz,"Pod Stromovkou 205, Litvínovice",Střední odborné (vyučen)
7014500778,Zdravotnictví,"249, Dolní Domaslavice",ÚSO s maturitou (bez vyučení)
7014720774,Výroba a provoz,"129, Nové Hrady",Střední odborné (vyučen)
7015030786,Služby,"Mlýnské nábřeží 468, Karlovy Vary",Základní + praktická škola
7015450796,Výroba a provoz,"Rovniny 787, Hlučín",Střední odborné (vyučen)
7015490760,Výroba a provoz,"Tyršova 997, Staré Město",ÚSO s maturitou (bez vyučení)
7016180721,Služby,"náměstí Svobody 1, Frýdek-Místek",Základní + praktická škola
7016340771,Výroba a provoz,"Vlčnovská 469, Uherský Brod",Střední odborné (vyučen)
7016710729,Služby,"náměstí Svornosti 11, Český Krumlov",Střední odborné (vyučen)
7017160712,Výroba a provoz,"Miletínská 376, Lišov",Střední odborné (vyučen)
7018290762,Služby,"Na Dlouhém 82, Říčany",Střední odborné (vyučen)
7018690790,Obchod a cestovní ruch,"Rooseveltova 838, Znojmo",Střední odborné (vyučen)
7019840725,Zdravotnictví,"Slovenská 545, Sokolov",Vysokoškolské
7020250744,Obchod a cestovní ruch,"Palackého 460, Přeštice",ÚSO s maturitou (bez vyučení)
7020260735,Doprava,"93, Ptenín",Základní + praktická škola
7020350751,Obchod a cestovní ruch,"1, Kotovice",Střední odborné (vyučen)
7020580738,Výroba a provoz,"Nádražní 272, Hostivice",Střední odborné (vyučen)
7020650772,Služby,"Litovická 779, Hostivice",Střední odborné (vyučen)
7020790743,Obchod a cestovní ruch,"Plzeňská 185, Mýto",Střední odborné (vyučen)
7020860777,Výroba a provoz,"Průmyslová 466, Písek",Střední odborné (vyučen)
7020920723,Obchod a cestovní ruch,"Bakaláře 147, Písek",Střední odborné (vyučen)
7021420758,Zdravotnictví,"Dukel. hrdinů 200, Rakovník",ÚSO s maturitou (bez vyučení)
7021510774,Výroba a provoz,"323, Kolešovice",Vysokoškolské
7021530756,Zdravotnictví,"Dukel. hrdinů 200, Rakovník",ÚSO s maturitou (bez vyučení)
7021540747,Výroba a provoz,"323, Kolešovice",Vysokoškolské
7021570720,Výroba a provoz,"323, Kolešovice",ÚSO s maturitou (bez vyučení)
7021590702,Zdravotnictví,"Dukel. hrdinů 200, Rakovník",Vysokoškolské
7021640754,Výroba a provoz,"323, Kolešovice",ÚSO s maturitou (bez vyučení)
7022270769,Výroba a provoz,"81, Rožmitál pod Třemšínem",ÚSO (vyučení s maturitou)
7022420731,Výroba a provoz,"Žežická 522, Příbram",Základní + praktická škola
7022970721,Doprava,"Olomoucká 797, Brno",Střední odborné (vyučen)
7023560772,Doprava,"Hviezdoslavova 1158, Brno",Základní + praktická škola
7026720741,Obrana a ochrana,"nan, Chrudim",Základní + praktická škola
7027150742,Obrana a ochrana,"Průmyslová 890, Chrudim",ÚSV
7027280722,Výroba a provoz,"147, Radošovice",ÚSO s maturitou (bez vyučení)
7027450763,Výroba a provoz,"147, Radošovice",Střední odborné (vyučen)
7027830712,Výroba a provoz,"42, Moravské Budějovice",Základní + praktická škola
7027990762,Výroba a provoz,"42, Moravské Budějovice",Střední odborné (vyučen)
7028430754,Obchod a cestovní ruch,"Kostelecká 879, Praha",ÚSO s maturitou (bez vyučení)
7028800712,Obchod a cestovní ruch,"Kostelní 24, Děčín",Střední odborné (vyučen)
7028950771,Stavebnictví,"Kotojedská 434, Kroměříž",Střední odborné (vyučen)
7029080751,Stavebnictví,"Palackého 1278, Holešov",Střední odborné (vyučen)
7029620750,Obchod a cestovní ruch,"Štúrova 521, Teplice",Střední odborné (vyučen)
7029690784,Obrana a ochrana,"Bohosudovská 1882, Teplice",Základní + praktická škola
7029860728,Výroba a provoz,"Revoluční 205, Krupka",ÚSO s maturitou (bez vyučení)
7031800728,Obchod a cestovní ruch,"117, Srní",Střední odborné (vyučen)
7031840789,Doprava,"43, Chudenín",Střední odborné (vyučen)
7031940796,Obchod a cestovní ruch,"Vídeňská 25, Klatovy",ÚSO s maturitou (bez vyučení)
7032040706,Obchod a cestovní ruch,"1. máje 22, Železná Ruda",Střední odborné (vyučen)
7032060785,Obchod a cestovní ruch,"Sklářská 419, Železná Ruda",Střední odborné (vyučen)
7032120731,Výroba a provoz,"ul. 5. května 112, Klatovy",Základní + praktická škola
7032210747,Výroba a provoz,"Strakonická 1058, Horažďovice",ÚSO s maturitou (bez vyučení)
7032260702,Doprava,"Arbesova 149, Klatovy",Základní + praktická škola
7032300763,Obrana a ochrana,"Havlíčkova 1795, Vlašim",Základní + praktická škola
7033340797,Management,"Školní 1727, Jirkov",Vyšší odborné
7033530723,Výroba a provoz,"12, Strupčice",Střední odborné (vyučen)
7033540714,Výchova a vzdělávání,"U vodárny 278, Otvice",Vyšší odborné
7033700764,Obrana a ochrana,"Antala Staška 510, Praha",Nižší střední
7034720719,Výroba a provoz,"Rváčovská 1350, Lomnice nad Popelkou",ÚSO s maturitou (bez vyučení)
7034880769,Výroba a provoz,"333, Libštát",ÚSO s maturitou (bez vyučení)
7035110756,Doprava,"U Nádraží 1967, Pelhřimov",Střední odborné (vyučen)
7035190781,Výroba a provoz,"U Nádraží 1967, Pelhřimov",Střední odborné (vyučen)
7035300779,Výroba a provoz,"U Nádraží 1967, Pelhřimov",Střední odborné (vyučen)
7035310770,Výroba a provoz,"U Nádraží 1967, Pelhřimov",Střední odborné (vyučen)
7035320761,Výroba a provoz,"U Nádraží 1967, Pelhřimov",ÚSO s maturitou (bez vyučení)
7035360725,Výroba a provoz,"U Nádraží 1967, Pelhřimov",ÚSO s maturitou (bez vyučení)
7036470793,Výroba a provoz,"Smolovská 201, Bělá nad Radbuzou",Základní + praktická škola
7037350777,Výroba a provoz,"Pražská 520, Beroun",Střední odborné (vyučen)
7038280716,Doprava,"Na Roudné 324, Plzeň",Střední odborné (vyučen)
7040110718,Finance,"Gagarinova 395, Zákupy",ÚSO (vyučení s maturitou)
7040530728,Zdravotnictví,"Domky 109, Liberec",Vysokoškolské
7040730742,Výroba a provoz,"Kamenická 471, Liberec",Základní + praktická škola
7041230777,Obrana a ochrana,"Letná 641, Liberec",Základní + praktická škola
7041920738,Zdravotnictví,"Žerotínova 895, Břeclav",Vysokoškolské
7042420773,Služby,"Na příkopě 859, Praha",Základní + praktická škola
7042550753,Doprava,"Štefánikova 223, Železný Brod",Základní + praktická škola
7043160786,Výroba a provoz,"K sokolovně 1253, Praha",Střední odborné (vyučen)
7043610769,Obchod a cestovní ruch,"40, Ostřetín",Základní + praktická škola
7043630751,Výroba a provoz,"Dukelské náměstí 865, Přelouč",Střední odborné (vyučen)
7044670785,Výroba a provoz,"118, Velké Svatoňovice",Střední odborné (vyučen)
7044730731,Obchod a cestovní ruch,"106, Batňovice",Střední odborné (vyučen)
7044740722,Doprava,"143, Dvůr Králové nad Labem",Základní + praktická škola
7044790774,Výroba a provoz,"nám. Horníků 673, Rtyně v Podkrkonoší",Střední odborné (vyučen)
7044830738,Výroba a provoz,"8, Vlčkovice v Podkrkonoší",Střední odborné (vyučen)
7045070716,Výroba a provoz,"118, Velké Svatoňovice",Střední odborné (vyučen)
7045320782,Obchod a cestovní ruch,"106, Batňovice",Střední odborné (vyučen)
7045390719,Obchod a cestovní ruch,"141, Pec pod Sněžkou",Střední odborné (vyučen)
7046360719,Výroba a provoz,"Rudolfovská tř. 204, České Budějovice",Základní + praktická škola
7047500760,Obchod a cestovní ruch,"nan, Most",Střední odborné (vyučen)
7048150757,Obchod a cestovní ruch,"Domažlická 767, Klatovy",Střední odborné (vyučen)
7048730720,Výroba a provoz,"Tylova 1, Plzeň",Základní + praktická škola
7049120757,Výroba a provoz,"Na Pískovně 659, Liberec",Základní + praktická škola
7049680738,Obchod a cestovní ruch,"náměstí Svornosti 8, Český Krumlov",Střední odborné (vyučen)
7049830797,Obchod a cestovní ruch,"Jiráskova 42, Horní Planá",Střední odborné (vyučen)
7050740754,Obchod a cestovní ruch,"59, Česká Kubice",Střední odborné (vyučen)
7050850752,Stavebnictví,"Na Radosti 402, Praha",Střední odborné (vyučen)
7051150773,Služby,"Kunratická 1145, Liberec",Střední odborné (vyučen)
7052230771,Výroba a provoz,"nan, Homole",Střední odborné (vyučen)
7052370742,Výroba a provoz,"Pod Stromovkou 205, Litvínovice",Střední odborné (vyučen)
7053260717,Finance,"Komenského náměstí 1021, Svitavy",ÚSO s maturitou (bez vyučení)
7053830786,Výroba a provoz,"Modřínová 1094, Třebíč",Vysokoškolské
7055210708,Stavebnictví,"184, Studánka",Střední odborné (vyučen)
7055370758,Výroba a provoz,"Soukenická 690, Plzeň",Střední odborné (vyučen)
7057260706,Finance,"nám. Dr. E. Beneše 1, Liberec",ÚSO s maturitou (bez vyučení)
7057590797,Finance,"Českomoravská 2420, Praha",ÚSO s maturitou (bez vyučení)
7057970746,Výroba a provoz,"Průmyslová 5, Prostějov",Střední odborné (vyučen)
7059070726,Výroba a provoz,"třída Vítězství 68, Mariánské Lázně",Vysokoškolské
7059870782,Zdravotnictví,"Družstevní 1229, Třebíč",ÚSO s maturitou (bez vyučení)
7059990771,Výroba a provoz,"116, Jankovice",Střední odborné (vyučen)
7060540761,Služby,"Koliště 281, Brno",Střední odborné (vyučen)
7060580725,Obchod a cestovní ruch,"Dlouhá třída 903, Havířov",ÚSO (vyučení s maturitou)
7060730784,Obrana a ochrana,"1, Plzeň",Základní + praktická škola
7061290765,Administrativa,"Čechova 727, České Budějovice",ÚSO s maturitou (bez vyučení)
7061640741,Výroba a provoz,"52, Holubov",Střední odborné (vyučen)
7062190731,Výroba a provoz,"Příborská 1494, Frýdek-Místek",Střední odborné (vyučen)
7062230792,Obrana a ochrana,"Tovární nan, Český Krumlov",Střední odborné (vyučen)
7062260765,Obrana a ochrana,"Pohorská 148, Kaplice",Střední odborné (vyučen)
7062920753,Doprava,"Nádražní 737, Hulín",Střední odborné (vyučen)
7062930744,Doprava,"84, Bystřice pod Hostýnem",Střední odborné (vyučen)
7062950726,Výroba a provoz,"Tovární 1248, Holešov",Střední odborné (vyučen)
7063830710,Výroba a provoz,"73, Staré Sedliště",Střední odborné (vyučen)
7064100758,Obchod a cestovní ruch,"Frýdlantská 244, Liberec",Základní + praktická škola
7064130731,Služby,"Frýdlantská 244, Liberec",ÚSO s maturitou (bez vyučení)
7064640757,Výroba a provoz,"Smuteční vrch 441, Stříbro",Střední odborné (vyučen)
7064650748,Výroba a provoz,"Smuteční vrch 441, Stříbro",Střední odborné (vyučen)
7064670730,Výroba a provoz,"Hraniční 2253, České Budějovice",Střední odborné (vyučen)
7065590775,Obrana a ochrana,"Krajinská 35, České Budějovice",Základní + praktická škola
7065630739,Obrana a ochrana,"Okružní 1884, Vlašim",Základní + praktická škola
7065640730,Obrana a ochrana,"Sklářská 333, Sázava",Základní + praktická škola
7065790789,Výroba a provoz,"Poličská 444, Hlinsko",ÚSO s maturitou (bez vyučení)
7065990706,Zdravotnictví,"Roentgenova 2, Praha",Vyšší odborné
7067360734,Zdravotnictví,"Bavorská 936, Prachatice",Základní + praktická škola
7067450750,Obchod a cestovní ruch,"V Oblouku 266, Čestlice",ÚSO s maturitou (bez vyučení)
7067970767,Výroba a provoz,"Pod Stromovkou 205, Litvínovice",ÚSO s maturitou (bez vyučení)
7068440732,Obchod a cestovní ruch,"nan, České Budějovice",Střední odborné (vyučen)
7068460714,Doprava,"67, Sklené",Základní + praktická škola
7068780717,Výroba a provoz,"Karlovotýnská 360, Nučice",Základní + praktická škola
7069880794,Doprava,"Vlašimská 1793, Benešov",Střední odborné (vyučen)
7070240761,Zdravotnictví,"Viniční 4049, Brno",Vysokoškolské
7070440775,Obrana a ochrana,"Plzeňská 387, Stříbro",Nižší střední odborné
7070600728,Služby,"Na přeložce 289, Horšovský Týn",Střední odborné (vyučen)
7071160709,Zdravotnictví,"1, Jablonec nad Nisou",ÚSO s maturitou (bez vyučení)
7072630744,Výroba a provoz,"Klatovská 410, Plzeň",Základní + praktická škola
7073130779,Výroba a provoz,"Krištofova 1443, Ostrava",Střední odborné (vyučen)
7074150734,Výroba a provoz,"184, Babice",Střední odborné (vyučen)
7074240750,Výroba a provoz,"184, Babice",Střední odborné (vyučen)
7074590726,Výroba a provoz,"323, Kolešovice",Střední odborné (vyučen)
7074600717,Výroba a provoz,"323, Kolešovice",Střední odborné (vyučen)
7074610708,Výroba a provoz,"323, Kolešovice",Střední odborné (vyučen)
7075290775,Obchod a cestovní ruch,"178, Dlouhý Újezd",Střední odborné (vyučen)
7075720776,Výroba a provoz,"Václavská 84, Netolice",Základní + praktická škola
7076120707,Služby,"Lhotecká 1535, Mníšek pod Brdy",Střední odborné (vyučen)
7076150777,Výroba a provoz,"Karlovotýnská 49, Nučice",Základní + praktická škola
7076850729,Výroba a provoz,"Dolní 3137, Prostějov",Vysokoškolské
7077240766,Výroba a provoz,"Slavojova 1011, Plzeň",ÚSO s maturitou (bez vyučení)
7077390728,Obchod a cestovní ruch,"1, Plzeň",Střední odborné (vyučen)
7077700740,Výroba a provoz,"44, Čtveřín",Základní + praktická škola
7077810738,,"79, Velké Hamry",Základní + praktická škola
7078810711,Obchod a cestovní ruch,"Rudolfovská tř. 26, České Budějovice",ÚSO (vyučení s maturitou)
7078850772,Obchod a cestovní ruch,"Americká 47, Františkovy Lázně",Střední odborné (vyučen)
7079050786,Výroba a provoz,"Pohorská 148, Kaplice",ÚSO s maturitou (bez vyučení)
7079260791,Výroba a provoz,"194, Dolní Třebonín",Střední odborné (vyučen)
7079430735,Služby,"Nová 641, Velešín",Střední odborné (vyučen)
7079450717,Stavebnictví,"Mánesova 1702, České Budějovice",ÚSO s maturitou (bez vyučení)
7079590785,Výroba a provoz,"Nová 641, Velešín",Střední odborné (vyučen)
7079790702,Služby,"50, Osek",Střední odborné (vyučen)
7079800790,Zdravotnictví,"U léčebny 500, Mirošov",Vysokoškolské
7079960743,Obchod a cestovní ruch,"Adámkova třída 777, Hlinsko",ÚSV
7080390744,Výroba a provoz,"Švédské valy 1309, Brno",Bakalářské
7080700756,Obchod a cestovní ruch,"Dělnická 884, Havířov",Základní + praktická škola
7081000777,Informační technologie,"Na strži 1702, Praha",Vysokoškolské
7081200791,Výroba a provoz,"Rovniny 787, Hlučín",Střední odborné (vyučen)
7081780754,Doprava,"Náměstí 86, Žebrák",Střední odborné (vyučen)
7081840797,Výroba a provoz,"Slovanská alej 1861, Plzeň",Střední odborné (vyučen)
7082070784,Výroba a provoz,"96, Čtveřín",Střední odborné (vyučen)
7082330744,Výroba a provoz,"Tř. 5. května 166, Pečky",Střední odborné (vyučen)
7082450733,Výroba a provoz,"79, Rtyně nad Bílinou",Střední odborné (vyučen)
7082640756,Stavebnictví,"Sosní 949, Lišov",ÚSO s maturitou (bez vyučení)
7082730772,Výroba a provoz,"nan, Polešovice",Střední odborné (vyučen)
7083710763,Výroba a provoz,"115, Vortová",Základní + praktická škola
7083960732,Zdravotnictví,"Tyršova 161, Sedlčany",Vyšší odborné
7084150755,Výroba a provoz,"Jiřího Felixe 1683, Frenštát pod Radhoštěm",Základní + praktická škola
7084270744,Výroba a provoz,"V jámě 1371, Praha",Vyšší odborné
7084570765,Služby,"Vodňanská 533, Netolice",Střední odborné (vyučen)
7084580756,Obchod a cestovní ruch,"Samota 850, Kaplice",ÚSO s maturitou (bez vyučení)
7084600738,Služby,"U Střelnice 440, Valašské Meziříčí",Základní + praktická škola
7084730718,Výroba a provoz,"Kněžskodvorská 2277, České Budějovice",ÚSO s maturitou (bez vyučení)
7085520783,Obchod a cestovní ruch,"Domoradická 299, Český Krumlov",Střední odborné (vyučen)
7086150798,Informační technologie,"V Ráji 175, Jemnice",ÚSO s maturitou (bez vyučení)
7086160789,Obchod a cestovní ruch,"V Ráji 175, Jemnice",ÚSO s maturitou (bez vyučení)
7086180771,Obchod a cestovní ruch,"Osiková 2688, Praha",Střední nebo střední odborné bez maturity a bez vyučení
7086470704,Doprava,"303, Lípa",Nižší střední
7086810786,Obchod a cestovní ruch,"Mlýnská 739, Mikulov",Střední odborné (vyučen)
7088280724,Zdravotnictví,"Kyjevská 44, Pardubice",Vysokoškolské
7088780759,Výroba a provoz,"1. máje 2631, Rožnov pod Radhoštěm",Střední odborné (vyučen)
7089430756,Výroba a provoz,"Líšťanská 478, Město Touškov",Střední odborné (vyučen)
7090590779,Výroba a provoz,"Droužkovická 333, Údlice",Střední odborné (vyučen)
7090830757,Doprava,"Boskovická 20, Protivanov",Základní + praktická škola
7090930764,Informační technologie,"Holandská 873, Brno",Bakalářské
7091200715,Výroba a provoz,"Průmyslová 591, Lysice",Střední odborné (vyučen)
7091570770,Výroba a provoz,"242, Velké Albrechtice",Základní + praktická škola
7092380720,Zdravotnictví,"Dr. Martínka 1491, Ostrava",Vysokoškolské
7092390711,Výroba a provoz,"Mánesova 1356, Aš",Základní + praktická škola
7092600716,Doprava,"Osvoboditelů 2649, Louny",Základní + praktická škola
7092720705,Výroba a provoz,"Samota 850, Kaplice",ÚSO s maturitou (bez vyučení)
7092850782,Výroba a provoz,"Zemědělská 880, Hradec Králové",Základní + praktická škola
7093120733,Doprava,"Mezitraťová 137, Praha",Střední nebo střední odborné bez maturity a bez vyučení
7093310756,Informační technologie,"Obvodová 3656, Kroměříž",ÚSO s maturitou (bez vyučení)
7094630732,Výroba a provoz,"Rudolfovská tř. 476, České Budějovice",ÚSO s maturitou (bez vyučení)
7095080715,Výroba a provoz,"66, Dynín",Střední odborné (vyučen)
7095810737,Zemědělství a lesnictví,"104, Nezamyslice",Střední odborné (vyučen)
7095930726,Obchod a cestovní ruch,"257, Rozvadov",Základní + praktická škola
7096600705,Výchova a vzdělávání,"Ruskova 1150, Ostrava",ÚSO s maturitou (bez vyučení)
7097340718,Výroba a provoz,"52, Holubov",Základní + praktická škola
7097450716,Doprava,"Oborník 2139, Zábřeh",Základní + praktická škola
7098110704,Informační technologie,"Milotická 458, Praha",Bakalářské
7100060792,Doprava,"Julia Fučíka 96, České Meziříčí",Základní + praktická škola
7100460723,Finance,"Osvobozená 780, Klášterec nad Ohří",ÚSO s maturitou (bez vyučení)
7100770735,Výroba a provoz,"U Ctiboře 1989, Tachov",Střední odborné (vyučen)
7100820787,Obchod a cestovní ruch,"nám. Bedřicha Smetany 5, Český Dub",Střední odborné (vyučen)
7100900715,Obrana a ochrana,"Plzeňská 724, Beroun",Základní + praktická škola
7101490766,Obchod a cestovní ruch,"113, Josefův Důl",Střední odborné (vyučen)
7101680789,Doprava,"U nemocenské pojišťovny 1229, Praha",Střední odborné (vyučen)
7102530703,Obchod a cestovní ruch,"Radhošťská 1691, Rožnov pod Radhoštěm",Střední odborné (vyučen)
7104500773,Výroba a provoz,"nan, Praha",ÚSO s maturitou (bez vyučení)
710480769,Administrativa,"Strádova 1850, České Budějovice",ÚSO (vyučení s maturitou)
7105760706,Doprava,"Nádražní 398, Milín",Střední odborné (vyučen)
7105850722,Obrana a ochrana,"1, Teplice",Základní + praktická škola
7106510710,Výroba a provoz,"Plzeňská 669, Klatovy",Střední odborné (vyučen)
7107170795,Zdravotnictví,"Bří. Mrštíků 2708, Břeclav",Vysokoškolské
7107310766,Výroba a provoz,"Krkonošská 149, Tanvald",Střední odborné (vyučen)
7107420764,Informační technologie,"Hvězdova 1716, Praha",Vysokoškolské
7107960763,Obrana a ochrana,"Václavské náměstí 846, Praha",ÚSV
7108090743,Výroba a provoz,"Řípovská 968, Třebíč",Střední odborné (vyučen)
7108350703,Zdravotnictví,"K Nemocnici 1204, Cheb",ÚSO s maturitou (bez vyučení)
7108870720,Obchod a cestovní ruch,"89, Vyšší Brod",Střední odborné (vyučen)
7108940754,Výroba a provoz,"Tiskařská 270, Praha",Střední odborné (vyučen)
7109240775,Výroba a provoz,"Nivnická 1763, Uherský Brod",Střední odborné (vyučen)
7109510726,Výroba a provoz,"Areál Šroubáren 40, Libčice nad Vltavou",Střední odborné (vyučen)
7110430771,Věda a výzkum,"Libušina třída 863, Brno",Bakalářské
7110700722,Zemědělství a lesnictví,"Americká 175, Plzeň",Základní + praktická škola
7111380789,Informační technologie,"Sokolovská 366, Praha",Vyšší odborné
7111390780,Finance,"Českomoravská 2420, Praha",ÚSO (vyučení s maturitou)
7112170757,Zemědělství a lesnictví,"Za statky 70, Praha",Nižší střední odborné
7113280728,Zdravotnictví,"Štěchovická 1983, Praha",Vysokoškolské
7113720720,Stavebnictví,"Pražská 467, Písek",ÚSO s maturitou (bez vyučení)
7113730711,Výroba a provoz,"Čs. legií 65, Milevsko",Střední odborné (vyučen)
7114640765,Doprava,"Křižíkova 1099, Jičín",ÚSO (vyučení s maturitou)
7115160782,Finance,"nan, Blansko",ÚSO s maturitou (bez vyučení)
7115460706,Zemědělství a lesnictví,"Sadová 256, Halže",Základní + praktická škola
7115720763,Stavebnictví,"Butovická 14, Studénka",Střední odborné (vyučen)
7115770718,Doprava,"Podivínská 1236, Velké Bílovice",ÚSO s maturitou (bez vyučení)
7116090721,Výroba a provoz,"Masarykova 50, Český Dub",ÚSO s maturitou (bez vyučení)
7117300796,Doprava,"Pekárenská 255, České Budějovice",Střední odborné (vyučen)
7117320778,Stavebnictví,"Kyjovská 1125, Havlíčkův Brod",Střední odborné (vyučen)
7117400706,Doprava,"Petra Bezruče 1272, Ledeč nad Sázavou",Základní + praktická škola
7117970775,Doprava,"88, Vráto",Základní + praktická škola
7119140789,Výroba a provoz,"Americká 54, Blovice",ÚSO (vyučení s maturitou)
7119150780,Výroba a provoz,"Americká 54, Blovice",Střední odborné (vyučen)
7119490765,Obchod a cestovní ruch,"Vančurovo náměstí 309, Hradec Králové",ÚSO (vyučení s maturitou)
7120240769,Doprava,"Petra Jilemnického 2097, Tachov",Střední odborné (vyučen)
7120510720,Obchod a cestovní ruch,"nám. Českých bratří 36, Liberec",Střední odborné (vyučen)
7120560772,Finance,"17. listopadu 504, Pardubice",ÚSO s maturitou (bez vyučení)
7120750795,Výroba a provoz,"Jablonské nábřeží 305, Jablonné nad Orlicí",Střední odborné (vyučen)
7120760786,Výroba a provoz,"Jablonské nábřeží 305, Jablonné nad Orlicí",Střední odborné (vyučen)
7120780768,Výroba a provoz,"Jablonské nábřeží 305, Jablonné nad Orlicí",ÚSO s maturitou (bez vyučení)
7120800750,Výroba a provoz,"Jablonské nábřeží 305, Jablonné nad Orlicí",Střední odborné (vyučen)
7120820732,Výroba a provoz,"Jablonské nábřeží 305, Jablonné nad Orlicí",Střední odborné (vyučen)
7120830723,Obchod a cestovní ruch,"Jablonské nábřeží 305, Jablonné nad Orlicí",Střední odborné (vyučen)
7121210769,Obchod a cestovní ruch,"Moskevská 1577, Ústí nad Labem",Základní + praktická škola
7121250733,Výroba a provoz,"80, Kladruby",Střední odborné (vyučen)
7122890712,Výroba a provoz,"Kúty 1648, Frýdlant nad Ostravicí",Střední odborné (vyučen)
7123070744,Doprava,"U plynárny 1290, Praha",Střední odborné (vyučen)
7123440702,Zdravotnictví,"Na Vyhlídce 9999, Slapy",ÚSO s maturitou (bez vyučení)
